Var1,Var2,Q1,R1
21,5,0.7559289460184544,0.8366600265340756
21,6,-0.16666666666666666,0.7302967433402214
21,7,0.5976143046671968,0.6831300510639732
21,8,0.2182178902359924,0.7
21,9,0.47809144373375745,0.5185449728701348
21,10,-0.6546536707079772,0.26666666666666666
21,11,1.0,0.848528137423857
21,12,0.05976143046671968,0.13333333333333333
21,14,0.04303314829119352,0.35355339059327373
21,15,0.43033148291193524,0.18898223650461363
21,16,0.24056261216234406,0.472455591261534
21,18,0.14907119849998599,0.8280786712108251
21,19,0.5163977794943223,0.7006490497453707
21,20,0.5,0.35
22,1,0.6666666666666666,-0.16666666666666666
22,2,0.7637626158259734,1.0
22,3,0.8017837257372732,0.50709255283711
22,4,0.7905694150420948,0.7319250547113999
22,5,0.5,0.6666666666666666
22,6,1.0,0.47140452079103173
22,7,0.31622776601683794,0.5773502691896257
22,8,1.0,0.7319250547113999
22,9,0.15811388300841897,0.5976143046671968
22,10,0.29277002188455997,0.3105295017040594
22,11,0.2182178902359924,0.6172133998483676
22,12,0.31622776601683794,0.2608745973749754
22,14,-0.2182178902359924,0.50709255283711
22,15,0.0890870806374748,0.07142857142857142
22,16,0.5238095238095238,0.38095238095238093
22,18,1.0,0.6900655593423543
22,19,0.2182178902359924,0.4879500364742666
22,20,0.2182178902359924,0.4147575310031266
22,21,0.2182178902359924,0.7319250547113999
23,1,-0.4082482904638631,
23,2,-0.13483997249264842,0.8215838362577492
23,3,-0.2721655269759087,0.4183300132670378
23,4,-0.2721655269759087,0.5185449728701348
23,5,0.5091750772173156,0.25819888974716115
23,6,-0.6123724356957946,0.16666666666666666
23,7,0.3952847075210474,-0.21821789023599236
23,8,-0.19364916731037085,0.6590909090909091
23,9,0.3333333333333333,0.42600643361512924
23,10,-1.0,0.1
23,11,0.6813851438692469,0.47075654176200415
23,12,-0.3333333333333333,0.1111111111111111
23,14,0.3651483716701107,0.3181818181818182
23,15,0.30151134457776363,0.040291148201269014
23,16,-0.16116459280507606,0.3286878675669582
23,18,-0.29277002188455997,0.5
23,19,0.3721042037676254,0.2069593385961789
23,20,0.3333333333333333,-0.03857583749052298
23,21,0.6666666666666666,0.42600643361512924
23,22,-0.21821789023599236,0.8280786712108251
25,1,1.0,0.6454972243679028
25,2,1.0,0.7385489458759964
25,3,0.6123724356957946,0.2253744679276044
25,4,0.6123724356957946,0.7333333333333333
25,5,0.2182178902359924,0.5185449728701348
25,6,0.6666666666666666,0.7302967433402214
25,7,0.05976143046671968,0.29277002188455997
25,8,0.769800358919501,0.48484848484848486
25,9,0.0,0.7385489458759964
25,10,0.2182178902359924,0.4666666666666667
25,11,0.4166666666666667,0.7510676161988108
25,12,0.5,-0.05773502691896257
25,14,0.12171612389003691,0.1706971854997297
25,15,0.03289758474798845,0.5367394391967351
25,16,0.7817359599705717,0.5533985905294664
25,18,0.7453559924999299,0.8280786712108251
25,19,0.12171612389003691,0.6201736729460423
25,20,0.0,-0.09759000729485333
25,21,0.3888888888888889,0.5773502691896257
25,22,0.7637626158259734,0.5476190476190477
25,23,-0.12309149097933272,0.5449492609130661
26,1,,
26,2,,0.7302967433402214
26,3,0.5773502691896258,1.0
26,4,-0.3333333333333333,0.5
26,5,-0.25,0.3
26,6,-1.0,
26,7,0.5,0.6123724356957946
26,8,-0.3333333333333333,0.7302967433402214
26,9,0.5,1.0
26,10,,1.0
26,11,,0.7071067811865476
26,12,1.0,-0.25
26,14,0.6123724356957946,-0.2581988897471611
26,15,0.4082482904638631,0.7302967433402214
26,16,,0.7302967433402214
26,18,-0.3333333333333333,0.6666666666666666
26,19,0.6123724356957946,1.0
26,20,0.5773502691896258,0.16666666666666666
26,21,,0.7071067811865476
26,22,-0.3333333333333333,0.6666666666666666
26,23,,0.6324555320336759
26,25,,0.7302967433402214
